x,y,z,category
1.690525703800356,-0.1669497367315875,1.5246681290077484,B
-0.4659373705408328,-0.22980393269077168,-1.8763265960304925,C
0.0328201636785844,-0.18536053915171957,0.47792569565920695,A
0.40751628299650783,0.438504742755819,-0.3136345386345458,B
-0.7889230286257386,0.060345847868502576,-0.855673784381535,A
0.00206557290594813,0.9757826250950817,0.49819954434204405,C
-0.0008903858579313628,-0.4681581856513861,-1.2988298839583945,B
-1.7547243063454208,-0.9960159087143641,0.2969447093735229,C
1.0176580056634932,-0.01910639162006163,1.3132589490093318,A
0.6004985159195494,0.6283680363037837,0.1766893485364619,C
-0.6254289739667597,1.2446417729678254,-0.8763224285128013,B
-0.17154826119572117,0.8139214355639384,,A
0.5052993741967516,-1.7654406676583267,-1.2819581823068567,A
-0.261356415191647,0.37705835806021587,-1.8412221298950011,B
-0.2427490786725466,1.4603717729212342,,C
-1.4532414124907906,0.06257636634668023,-0.2494845009310909,B
0.5545803118918878,-0.5160425001420264,-1.0451640293952655,B
0.12388090528703843,0.30916085269295923,-1.2982087106784403,C
0.2744599237599636,-0.5032419842210952,-1.0672453145623928,C
-1.5265245318698402,0.6391131659040538,-0.3358428718030399,A
1.6506996911864755,-0.012994471457617379,-1.2826106143916156,B
0.15433553545635803,1.3930001299965031,1.6763075942904078,C
-0.3871399432863881,0.499502748490931,-0.7473893909910587,A
2.029072220761112,-0.7238846865956636,-0.7825828937014141,C
-0.04538602986064609,0.604631283883467,0.3077581696554578,B
-1.4506786991465748,0.9360117002311108,1.4505843561974607,A
-0.4052278554276867,-0.5684558547947647,1.3239760483922551,C
-2.2883151019717225,-0.42579440249513056,-0.48781932700208247,C
1.0493965493432547,-2.3051832736012074,0.2554280224485768,A
-0.41647431852001854,0.9034059889654352,0.14929544948506882,A
-0.7425535252045677,-0.5877543839497932,0.5298944915071434,C
1.0724701315754954,-2.1223494720326914,0.25570463402200017,A
-1.6510755894058389,-1.7687717000796903,-0.9438283827641728,A
0.535429356326091,-0.2229501564455013,-1.260190121050606,C
-2.0644148031211755,0.7606599704311066,0.17565554710978867,C
-0.6621593396668087,-0.08906461881002403,-1.1835381169098393,A
-1.2042198455997326,0.47177775912678166,1.3632233885660603,B
1.461975627213524,-1.1014996267250712,,A
1.7661608779293339,-1.34136562707248,-1.0260775627122463,B
-0.3294137519130651,0.8857208066664711,-0.3216348520233525,B
0.8407332421435357,0.4921444591748181,-0.5073072895842213,C
-0.17998640125235033,-0.030508849941407817,-0.13123982066428486,A
0.5680618873279819,1.2820926250177223,0.9458488496495835,B
-0.7528371964214647,-0.9511904580877306,-1.4444279324225524,B
-1.708339203167056,-0.42026632180736134,-1.867576735251714,C
-1.803098658479741,1.0263713308127662,0.33805095301867694,C
0.38312185175751196,1.8377943921981248,-0.17728286732464843,A
2.2475950528076996,0.008425599966532707,0.16322503808767205,A
0.269411630507887,1.6795194076013296,0.4445465364536674,A
-0.5246046194008523,-0.6025106149433088,-0.1810483774096944,A
1.9120188623319405,0.32974984812772645,0.7996897369928975,A
0.23730184663719345,-0.1738235830168134,-0.8930015199534865,A
0.10143398521161544,-1.588248456390394,0.06437759426203765,B
0.25257773555531754,0.25797283504285784,-0.8307620094000847,B
-0.13237719756684715,0.9327496931183914,-1.129905668426136,C
-0.3094763405888804,-0.14826702394121333,0.6154489093003492,B
-1.4349634660355541,-0.07045512525645098,0.5690531419552108,C
0.5016241231810408,1.3929273169293201,-1.9419800807951197,B
-0.09477545043989416,-1.2497135702004163,-1.1219992415883733,C
1.1930859223440107,-1.4975883184272776,0.2919843300166146,C
-0.3688184684478463,-0.6540391445801527,1.0702320445929348,A
-1.9063698785304681,-1.1966227860707963,-0.6659603217218306,A
-0.0996106318948645,1.3462892764595866,-0.18381012037908717,B
1.6995372967466809,0.30968911753451916,-1.4133466221230166,A
-0.38342312293151254,-0.8640931041744787,2.5108113831037593,B
-0.8898568610207493,-0.6144791634802568,0.47512118013800825,A
-1.193591922258183,2.8610671907227583,0.8946131074533024,C
-1.0500168110753734,-0.6100900460933781,0.6580208710366936,A
-0.30019373680016304,-0.7620246675513062,0.9332436573582384,B
-1.1799820934582053,0.3043071699288759,0.6080829028098207,B
1.4976391155975834,0.6382524596744971,-0.33518754189609096,B
-0.28263523607538044,0.22168183857447232,0.7440132355281204,C
0.10864837149473018,-0.908625866473386,0.07913993527138141,B
1.4382395207337566,-1.1591870700638947,1.2965760613912092,C
1.5033185204169108,0.5961405532482851,-0.7355478421025442,A
" 1,23 ",-0.0541901860225453,-0.5412605723442014,B
0.3319742154884982,-1.6414329702386192,0.6611542144005746,C
0.7350265843773598,1.1710009933340728,1.2796454343432246,A
-0.1928554603497804,0.7753290105104936,0.14516133127825984,A
-1.7780128529585086,-0.24095421610563522,-0.7125277472709696,B
0.6547057037031101,-0.26026392267687554,,B
0.8943523048205326,0.23145978839250378,-0.49822407906356514,A
0.4155026142980106,-0.68700924339027,1.8968375800678128,B
-0.9235446567132176,-1.3483124601599268,0.8987091496440474,A
-0.19602731230796547,0.32251775665879234,1.2644430006052776,A
-0.5907698188631366,-1.4390865712132557,0.3015447430673665,C
-0.29971123732782745,0.39072680328906206,-0.5551230292552982,C
1.296885192726673,-1.4412074688509382,1.1732636445417661,C
1.5295796333931557,-0.09920923029280436,1.6539495335997993,C
0.6694181934096611,-0.13564453855518557,0.5819592968196304,A
0.5487451197783295,1.7826292596410553,-0.024252318844939297,A
0.6766289895558858,-1.0643833095839195,1.080973780194881,A
-0.012242186606443108,-1.41494581875732,-0.37111485120238485,B
-0.07566346148706628,-0.6461773057728152,0.7645405872093832,C
-0.6736451873760739,-1.1237324264540718,-0.7115842163038688,A
-0.05586745005007389,-0.5897624660822641,-0.9703658889653449,B
2.2599469866262614,0.4208009787746427,0.566444879908375,A
0.8690393292538257,0.7719774290023502,0.33793020842403404,B
-0.34211702342686306,1.6595612759670786,1.9043063743419724,C
-0.4719266521335214,-0.7366741715797671,-0.28010706448125594,B
-0.8644899915857458,2.6385388020004976,0.023447554802563643,B
0.3743703497375756,1.9821853304845491,-1.1399393153086468,B
0.3915456935025806,-0.2035268000502686,-1.869280239002512,B
-1.4431216570009382,-2.2914199790948055,-1.7808150511343273,A
0.48633519724170227,-0.08311230588460812,0.4631078841991788,C
-0.569472270518497,0.07250768363502956,-1.1766390898864887,A
1.4267211566488358,-2.2992488779092026,1.1267869629416127,A
0.15684398370418373,0.07383185757494175,1.422266792418647,B
1.7177300496602352,-0.20015426282671603,-0.28540350370480966,C
-0.4581267928860093,-0.7857112844496886,1.6584247832723964,B
-0.2879838665207813,0.6266291978304716,0.22719967660351334,C
0.2998083522698998,1.0053483801272336,1.1249545822730105,B
1.0559482991645386,-0.48617722506569383,-0.22570634108785412,A
0.5658824886274059,0.22947976054597788,0.9591708195731121,C
-1.233523943727563,-0.6547918670799658,-0.9433171828468427,C
0.18290070161476676,-0.7866055231886101,0.6226824902665032,C
0.022244738540560485,0.07949672056999453,-0.4592170466214602,A
-0.42906859355599203,0.5234215590696311,-0.13055979701781648,A
-0.6481052928923601,-0.5632928587213418,0.6317185673302277,A
1.7475772393486444,-2.213669761648418,0.1727117009705753,A
-0.3903864813615635,0.5857848426842117,-0.07437496718747871,C
-0.8459226371278078,-1.5965578132681377,0.7277791575526039,C
0.6371128328124404,0.12199862323379705,0.8032062445425182,A
0.13062297726225314,1.779026231224436,-1.3850070531299699,B
-0.07581386630591783,-0.016829545305062484,0.5589443657448973,C
0.7813018110504925,-1.1897500046585723,0.6710010554215151,B
0.48862541589268554,-1.461179046618259,-0.751719444624395,C
0.3621900009510927,1.170461525344169,0.38580081270264516,C
0.9642004843914092,-0.016948495512334197,-1.3242333805901119,B
0.2836364238347902,0.5397384919420447,1.4393241026295867,A
-0.6169219490904727,0.9263017979429656,-0.23765427351416743,A
-0.3622822284197235,-0.04900229383858043,-0.07856028002983671,B
-0.520972335304312,-0.3086042386373781,1.1973919612451351,B
0.20972205697660057,-0.9473476971833681,-0.14274106749760826,B
-1.0779848942507055,-3.082504765717661,0.5988877823594154,B
-1.8324259667285763,-1.5180004939614387,-1.0474003095341626,C
0.08815492459839569,-0.0695935067567302,-0.5697548242858897,C
-1.3365205499556942,-0.17526201629695312,-1.3924573831271485,B
-1.9519780985451252,0.40355987305553453,-0.20818463803482107,B
0.3733307838166882,-0.12668683820796836,1.0310354281344192,A
-0.7110531961235406,0.1593575124787956,0.22360818440474906,C
0.49612542223907585,0.7877987916407334,0.8842776310892119,B
-0.5308537519246391,-0.8850449385797408,-1.0262076661201502,C
-1.1219623882055798,-0.28715789915396234,-0.8832273838851146,C
-1.2435175138560157,-1.6072128318129555,-0.4655431706644318,B
-0.5149272227037109,0.9728927879931377,0.5725729272958237,B
-0.27338280624577976,0.03841792093519608,,A
-0.8234600840161935,0.489822137131927,-0.015289143685435895,C
-0.2811079128134188,1.542483150268954,0.6226293443729812,C
-1.5361022962124746,1.0795458454539222,-0.15139843111419726,A
0.01448894497627659,-0.06000144301868187,-0.02152446941798074,C
-1.7936487418003788,0.7876853416130717,1.3048348292901781,B
-0.19385631695423103,-1.4317041146192901,-0.5862686980868325,A
0.6972941097795758,0.4339094463393806,0.18268113658013194,B
1.091938802244823,0.13891007496547333,1.6119448089057997,A
1.7143802468690919,-1.6182690091954535,0.10190470216922498,B
-1.5562876468486921,1.3373200279375046,0.706553477523711,C
0.7587252005544856,-0.7040771762567811,-0.6066817802188526,B
1.206282194115847,0.6832287197221967,1.95652038437896,A
0.9805569848379664,-0.4199349315902965,-2.249631219102697,B
-0.9293238151062385,0.9935428899461082,-1.1343220379003554,A
0.4117968311159789,1.3122617634995941,,C
1.8600556722271453,-0.8300494780706381,1.619803533173566,B
-1.497273642356595,-1.5303986938793361,0.3524811312437397,C
0.4763377002572523,-0.1314100496126187,-0.2623269823554671,B
1.1122904856590823,0.8489166370272815,-1.2817579199305107,C
-0.6965910156586035,-0.3713121626087335,0.3641290429008308,C
0.5829703032859553,-0.6135235839564444,0.11403377930053024,C
-1.0708925079948706,0.48828225611598014,,C
-0.8122085814317389,-2.7615174680703904,-1.4915271533979766,C
-0.8170802468288473,-0.6647155734837235,-1.1027577257365626,B
0.19230769881891904,-1.383796301504306,,C
-0.09098126603276784,0.2948137038455425,0.31101078963391965,C
0.9541152077220648,-0.7362492908042426,0.07314359381293514,A
-0.9402791142389414,-1.1151676581210264,-0.15158510989494492,A
-0.1312756500924986,-0.35383117391136315,-1.7687369612236297,B
0.9610764636135062,-1.4684084220955664,0.048770154115636635,C
" 1,23 ",-0.013123743394290812,-1.0325349383413915,C
-1.324641335581231,-0.6823723506305754,0.041789799173244574,A
0.6652036849577115,-0.37741903677609495,0.46505059254194153,B
-0.4784178798045658,-0.71713809637102,-0.6757755008231692,C
0.3853865378946492,0.9122629008524751,-1.023070576601597,B
0.30068041502290827,-0.10885368184599764,0.9936111483661048,A
1.2193188839686289,0.5245118326592423,0.3517971874244916,B
0.11655993973536867,0.47978534751115964,-0.6366256114290973,A
-1.8538058715077061,-0.8061509535362693,-3.0003161428768754,A
-1.3698597189791943,0.5699733484544289,-0.0491254538666517,A
0.7311543854273908,0.34910847424222224,0.6291381857901404,B
-0.25831633323761105,0.31364856817711967,1.1215568973257142,A
1.1379790600940631,-0.39869328160449397,-0.6778593548191499,A
" 1,23 ",-0.42684409071304025,-0.643030767370808,B
-0.7490657359455261,0.7855519815381077,-0.4429067266657989,B
1.0824067597232148,2.1819595671986947,0.8379218331613348,B
-0.8073976815291606,-0.8301271569502884,-1.1747180263734127,B
-2.052635508275344,0.534448207723997,-0.11287689914876352,C
2.063795551062848,-0.36625252824305515,-0.925744541267294,C
-1.9107488776221957,0.7848565993019057,0.2685484901155308,C
0.6364128589793191,0.4383133073481328,-1.5546846890803145,B
0.9388517689586727,1.0601255494198738,0.3761601984027995,B
0.1470658631015921,-2.7947847617545816,-0.49664691317351306,A
-1.6833968436380886,-0.6010826783164164,-0.22403830580295694,B
1.0150149354608902,-0.9881852182648735,0.5257542171139061,A
-1.441543716638465,-0.10798767132937905,1.1438134775456952,B
-1.3436285648904664,-0.7238657810517125,-1.696987001023619,B
-0.36166831266496646,-0.6409755575397992,1.0035550711795451,B
0.7885045741169973,0.6818598200916514,0.558156002955815,A
0.3001139057307936,1.9019281443998326,-0.2946918962861557,B
0.8107682857875183,-2.823830566361389,1.4039995128750826,C
-0.4436438305470435,-0.3104500066067672,0.1886502259758448,B
-0.17218328655595963,0.31205379190256133,1.2934368040854605,C
-1.137136788165199,0.004733099553851422,-0.5927896227962476,A
-0.3168654532226759,-0.3451350852498921,-0.8667197646556454,A
0.5931281518098956,-1.353467553907091,1.224657113099808,B
-0.2998280539751196,-0.9426723566426546,2.16427206334476,C
0.4754595548146154,0.7249819732044651,0.6337852603442085,A
-0.5732742515495193,1.0757624603064544,0.8911847614807619,A
-0.5923915927897515,0.09667458316429639,-0.47389831182591596,C
0.039168649727583306,-0.8361723700478649,-1.3251676077482162,C
-0.19488150280829059,0.09571096956650615,-0.22596905666004183,A
0.592385242601458,-0.24003977802267867,1.5003187941662075,B
0.1782902416059603,0.5456046200668676,-1.8604588567167315,B
1.7403462953928241,0.11829911768474807,-0.495327230643237,C
-0.21949450451100086,-0.621789515797658,-1.9145402439876114,A
-0.22725264975630077,0.1906730652790518,0.10826921084579202,A
-1.0401310637851955,-1.179404683692706,0.874244474231279,B
0.02277796741918609,0.8200119188575723,-1.2427320420566015,B
0.6828289386721993,1.1823352268296694,-0.4093916267194725,B
-0.7402956414063618,-1.178504068822574,1.3257469211009223,A
-0.049672262759627765,0.42104696495269284,-0.08846666811179509,B
0.7185567601798368,-0.9912622584059789,-1.2392470364708794,C
-0.12690914901069156,1.0716843607791755,-1.3162606440846163,A
-0.5191373011482261,0.9041186180340225,-2.014647499605333,C
0.9730931507802032,-0.2301781449446131,0.7732946751244567,B
0.09701956555626447,0.9949337094432062,-0.7461219217259444,B
0.3965645057428825,-0.4310911560411398,1.0506805746784256,C
1.1713934502105185,-0.6430098315019632,0.8670289355600375,B
1.1453159184696329,-0.5687198945890353,-0.660029751956184,A
-0.34720418247402257,-0.14085080288400628,-0.5279538368441216,B
-0.5254297194729187,-0.32341162364400444,0.7786342095788252,A
0.28430893333213136,0.15434498642756528,0.14942769629865837,B
-0.13278753523879958,-0.6150585442022168,0.2678294788458213,C
-1.8998613192823477,0.7646961050444676,-1.6470903445005867,B
1.2753617346658876,1.020969250803473,0.897712095254229,C
0.01936132749925657,-0.49586192861413836,-0.8753257363647392,B
0.7363779666484662,-1.4271747602971605,-2.26950436144864,B
-1.1729165642801698,0.7238732351994656,-0.6169252532079591,A
1.2882035587583935,1.1385566143318389,0.42199624083616055,B
-0.5882628060623066,-0.16324839418482348,2.0971260086764016,C
-0.10766707347332763,-1.2865170574421656,-0.3728264242622591,C
-1.401424669727377,0.2667609177130977,-1.329781607992076,B
